Course Name,Description,Rate,Instructor,Price,Total Hours,lectures,Level,Number Of Rated Users,Bestseller,Original Price,Price Value,Price Currency
C++ Programming - The Complete Course,Learn C++ from scratch and then discover advanced C++ Programming!,4.2,"Instructor:
TELCOMA Global",E£199.99,6,45,All Levels,,,E£269.99,199.99,E£
Qt 5 Core for Beginners with C++,"No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 5.",4.4,"Instructor:
Bryan Cairns",E£849.99,8.5,73,Beginner,,,"E£1,199.99",849.99,E£
C++ Programming for Beginners (2023),"Enter the world of computer science, learn to code and solve problems using C++",4.6,"Instructors:
Prateek Narang, Coding Minutes",E£749.99,19.5,199,All Levels,,,E£999.99,749.99,E£
Part A - Multithreading & Thread Synchronization - Pthreads,"Linux POSIX Threads ( Pthreads ), thread Synchronization, Operating System Concepts, C/C++ programming with Projects",4.7,"Instructors:
Abhishek CSEPracticals, Shiwani Nigam, Ekta Ekta",E£749.99,16.5,157,Beginner,,,E£999.99,749.99,E£
"Learn C++ Intermediate Pointers, Structures, and File Stream","Master on your C++ skills - Hands-on Session on arrays, pointers",4.9,"Instructor:
Metla Sudha Sekhar",E£199.99,6.5,67,Intermediate,,,E£269.99,199.99,E£
"C, C++, Python and Ruby Programming","C, C++, Python and Ruby python programming Courses with Practical Examples",4.6,"Instructor:
Doedu education",E£199.99,25.5,307,All Levels,,,E£269.99,199.99,E£
Learn C and C++ (Beginner to Advance),Mastering C and C++: From Beginner to Expert,4.5,"Instructor:
Selfcode Academy",E£199.99,17.5,41,All Levels,,,E£269.99,199.99,E£
"ROS2 For Beginners (ROS Foxy, Humble - 2023)",Master ROS 2 Basics and Become a Robot Operating System Developer | Step By Step | Robotics Programming | Python and C++,4.7,"Instructor:
Edouard Renard",E£749.99,11.5,103,Beginner,,Bestseller,E£999.99,749.99,E£
"GNU Make & Makefile To Build C/C++ Projects - (LINUX,MAC)",Understand build process internals to write better makefile for C/C++ Projects in Linux & MAC OS.,4.4,"Instructor:
Subrata Kumar Swain",E£619.99,4.5,66,All Levels,,Bestseller,E£819.99,619.99,E£
C++ MASTERY Course – Build Extraordinary Apps (Step-by-step),"Effortlessly Build 10 C++ Apps Starting TODAY, WITHOUT ANY Coding Experience Step-by-Step.",4.6,"Instructor:
Prerak Mehta",E£199.99,17.5,63,All Levels,,,E£269.99,199.99,E£
QML for Beginners,"Cross platform GUI application development on windows, mac and linux using QML, Qt 5, JavaScript and C++",4.6,"Instructor:
Bryan Cairns",E£749.99,13.5,106,Beginner,,,E£999.99,749.99,E£
Learn Professional C++ | Introduction to Boost C++ Libraries,"Learn Non-std. C++ functions, containers, classes for Professional coding in C/C++. Gear-up for Industrial applications.",2.7,"Instructor:
Block.Hub Academy",E£229.99,7.5,105,Beginner,,,E£319.99,229.99,E£
The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,Become a dbt™ professional with this ALL-IN-ONE COURSE covering both theory & practice through a real-world project!,4.5,"Instructors:
Zoltan C. Toth, Miklos (Mike) Petridisz",E£749.99,6.5,94,All Levels,,Bestseller,E£999.99,749.99,E£
Learn C++ Programming - Beginner to Advanced,"Object Oriented Programming using C++ Language with File Handling, Exception Handling, Standard Template Library",4.9,"Instructor:
Parag Jambhulkar",E£199.99,10.5,67,All Levels,,,E£269.99,199.99,E£
Qt 6 Core Advanced with C++,A followup to the Qt 5 Core for beginners and intermediate courses.,4.3,"Instructor:
Bryan Cairns",E£629.99,13,131,Expert,,,E£849.99,629.99,E£
Visual C++ programming for desktop application development,Visual C++ programming for desktop application development,3.7,"Instructor:
Dr. Zahid Halim",E£629.99,4,19,Beginner,,,E£849.99,629.99,E£
Practical C++ Programming Practices (100+ Common Projects),Master C++ programming with over 100 best C++ programming practices for absolute beginners to excel in the industry,3.2,"Instructors:
Emenwa Global, Zoolord Academy",E£199.99,11,108,All Levels,,,E£269.99,199.99,E£
Make and Makefile for C/C++ Projects [2022 Edition],Learn to master Makefile. Use it in your daily C/C++ workflow!,4.4,"Instructor:
Jan Schaffranek",E£549.99,1,14,All Levels,,Bestseller,E£729.99,549.99,E£
C++ Code Like you are in MATRIX : Mastering C++ in 12 Hours,"Unleash the Power of C++ and Take Your Programming Skills to the Next Level! C++ and Data structures , CPP Unreal Engine",4.4,"Instructor:
OCSALY Academy | 280.000+ Students",E£629.99,12,91,All Levels,,,E£849.99,629.99,E£
Master CMake for Cross-Platform C++ Project Building,Learn the most powerful and recommended way of building the C++ projects,4.6,"Instructor:
Milan Yadav",E£579.99,3.5,46,Beginner,,,E£779.99,579.99,E£
C++ Unit Testing: Google Test and Google Mock,Beginning Test Driven Development (TDD) in C++ with Googletest and Googlemock,4.3,"Instructor:
Serban Stoenescu",E£629.99,3.5,62,Beginner,,,E£849.99,629.99,E£
2023 Learn C++ programming from C++ Basics to Advanced C++,Learn C++ from C++ Basics to C++ OOP - C++ loops C++ arrays C++ inheritance C++ pointers C++ polymorphism C++ functions,4.3,"Instructor:
Muhammad Hamza AbdulRehman",E£199.99,2.5,46,All Levels,,,E£269.99,199.99,E£
The Complete Introduction to C++ Programming,Learn all the Basics of C++ by practice and the creation of various basic C++ applications,4.3,"Instructor:
Yassin Marco",E£199.99,5,34,Beginner,,,E£269.99,199.99,E£
Mastering C++ Programming - From Zero to Hero,"Modern C++ with C++11 to C++17, In-depth coverage of OOPs,Templates,STL,Exception Handling,Basics to Advance C++",4.1,"Instructor:
Himayatullah Sharief",E£529.99,30.5,198,All Levels,,,E£719.99,529.99,E£
Data Structures and Algorithms : Deep Dive Using C++,"Learn in-depth about Arrays, Linked Lists, Stacks, Queues, Trees, Graphs, Recursion, Heaps, Hashing and Sorting",4.8,"Instructor:
Himayatullah Sharief",E£199.99,50,335,All Levels,,,E£999.99,199.99,E£
Ultimate C++ Programming Course: From Novice to Expert,Unleash Your Coding Skills with the Ultimate C++ Programming Course,4.8,"Instructor:
Parv Shah",E£199.99,18.5,136,Beginner,,,E£269.99,199.99,E£
C++: Application Development with C++: 2-in-1,Program with C++ to build large-scale applications and take your application development skills to the next level,3.8,"Instructor:
Packt Publishing",E£219.99,5.5,40,Expert,,,E£319.99,219.99,E£
C++ Programming Bootcamp - Learn Complete C++ From 0 to 100,Start Your Coding Journey by Learning C++ Programming Language From Basic To Advance Level,3.9,"Instructor:
Piroz Amin",E£199.99,9,105,All Levels,,,E£269.99,199.99,E£
Creational Design Patterns in Modern C++,Learn creational design patterns in depth & their implementation in Modern C++,4.7,"Instructor:
Umar Lone",E£629.99,7.5,90,All Levels,,,E£849.99,629.99,E£
Demystifying Templates in C++,"Illuminating neglected, misunderstood, and misused shades of Templates in C++",4.4,"Instructors:
Bhalchandra Gholkar, Daryl Newell",E£199.99,2,21,Intermediate,,New,E£269.99,199.99,E£
C++ Exceptions Handling,All about exceptions handling and safety in C++,3.9,"Instructor:
Andrii Sh.",E£229.99,4,35,All Levels,,,E£319.99,229.99,E£
The Ultimate C++ Beginner Course | 2022,An Introduction to Programming & Problem Solving,4.7,"Instructor:
Alaaeldin Mohamed",E£199.99,13,62,Beginner,,,E£269.99,199.99,E£
Fundamentals of C++ | Learn C++ Programming,If you’re ready to buckle down and learn C++ Programming here’s where you should start.,4.0,"Instructor:
Programming Knowledge",E£229.99,11,34,Beginner,,,E£319.99,229.99,E£
C++ Robotics Developer Course - Using ROS in C++,Learn to program Robots using the famous Robot Operating System (ROS) framework in C++,4.4,"Instructor:
Raymond Andrade",E£849.99,4.5,36,All Levels,,,"E£1,199.99",849.99,E£
Learn to Program with C++,Take your C++ Programming to the next level. Course Duration: 6.5 Hours - 80 Lessons,4.5,"Instructor:
Infinite Skills",E£199.99,10,108,All Levels,,,E£269.99,199.99,E£
Java And C++ Complete Course for Beginners 2022,Learn Java Programming and C++ Programming Language in Java and C++ Complete Course for Beginners 2022,4.4,"Instructor:
Krish valley",E£479.99,5.5,82,Beginner,,,E£629.99,479.99,E£
Object Oriented Programming in C++ & Interview Preparation,"Classroom like learning, Detailed Explanation of Question",4.4,"Instructor:
Codaming - VeDinesh Academy",E£199.99,2,21,All Levels,,,E£269.99,199.99,E£
Unreal Engine 5 C++: Create Custom Editor Tools,Create custom editor tools in Unreal Engine 5 through different editor modules and slate widgets using C++,4.8,"Instructor:
Vince Petrelli",E£749.99,14,118,All Levels,,,E£999.99,749.99,E£
C++ in 1 hour,Most of John Bura's courses are on sale for 9 dollars! https://www.udemy.com/u/johnbura/ Sale ends Oct 31 2013! Act now!,4.8,"Instructor:
John Bura",E£199.99,1,23,Beginner,,,E£269.99,199.99,E£
C++ OOP : Object Oriented Programming for C++ Projects,C++ OOP : Object Oriented Programming C++ Projects C++ OOP Programming Projects Object Oriented Programming C++ OOP C++,3.6,"Instructor:
Suresh Kumar Srivastava",E£199.99,4,36,Intermediate,,,E£269.99,199.99,E£
Functional Programming using C++,Write more robust and easier to maintain C++ code than ever before.,4.2,"Instructor:
Tobias Hermann",E£479.99,1.5,27,Intermediate,,,E£649.99,479.99,E£
Pro Unreal Engine Game Coding,The black book on how to survive on the battlefield of real-world C++ game programming,4.3,"Instructor:
Rob Baker",E£349.99,27.5,129,Intermediate,,,"E£1,599.99",349.99,E£
Qt Quick and QML - Intermediate (Qt 5) : Interfacing to C++,Connect Your Fluid and Dynamic Qt Quick(QML) User Interface to a Powerful C++ Back End,4.7,"Instructor:
Daniel Gakwaya",E£579.99,5.5,35,Intermediate,,,E£779.99,579.99,E£
C++ for Beginners,"Create Code That Screams with C++! Hours of Video Lecture, Lab Exercises and Dozens of Code Samples for You To Use!",4.5,"Instructors:
Framework Tech, David Pither-Patterson",E£199.99,8.5,,Beginner,,,E£269.99,199.99,E£
"Complete Codecamp On C, C++, C#, Java & Python Programming!","Obtain core programming skills & certification! Master practical C, C++, C#, Java & Python from scratch for beginners",4.0,"Instructors:
Emenwa Global, Zoolord Academy",E£199.99,82.5,695,Beginner,,,E£269.99,199.99,E£
C++ Programming from A-Z. Learn To Code Using C++,Learn to code using C++ programming. Learn C++ programming from scratch. Start coding in C++ - Start programming in C++,3.8,"Instructor:
Joey Anthony - C++ Programming",E£229.99,4,17,Beginner,,,E£319.99,229.99,E£
Introduction to Computer Programming for Beginners 2023,"Learn the basic principles of Computer Programming and get started with C#, SQL, Java, C, C++ and Python",4.2,"Instructor:
Artemakis Artemiou",E£629.99,8,89,Beginner,,,E£849.99,629.99,E£
Learning Path: C++: High Performance applications with C++,"Write robust, concurrent and parallel applications to master multithreading and concurrent processing with C++",4.1,"Instructor:
Packt Publishing",E£229.99,3,25,Beginner,,,E£319.99,229.99,E£
Qt 5 C++ GUI Development - Intermediate,"Learn Intermediate Qt C++ GUI : Events, Painting, Model View Architecture, Graphics View Framework, Deployment and more.",4.5,"Instructor:
Daniel Gakwaya",E£199.99,40,149,Intermediate,,,E£849.99,199.99,E£
Begin Programming with Modern C++,"Teaches you how to program computers, using the C++ programming language.",4.2,"Instructor:
James Raynard",E£519.99,13.5,99,Beginner,,,E£679.99,519.99,E£
Learn C++ From Interview Questions,C++,4.5,"Instructor:
Satish Venkatesh",E£199.99,8,122,All Levels,,,E£269.99,199.99,E£
Asynchronous Programming Design Patterns - C/C++,"System Programming, C/++, Multithreading Concepts, Thread Synchronization, Operating System Project Courses, Event Loops",4.8,"Instructors:
Abhishek CSEPracticals, Ekta Ekta, Shiwani Nigam",E£599.99,5.5,52,Intermediate,,,E£799.99,599.99,E£
